CompanyID|CompanyName|CompanyNameShort|LabelerCode|ParentCompanyID|MVX|
232|Schwarz Pharma LLC a Division of UCB, Inc.|Schwarz|00091|1890||
235|Person and Covey Inc|PersonCovy|00096|1666||
237|GlaxoSmithKline Group of Companies|GSK|00108|43||
243|Schwarz Pharma Manufacturing Inc|Schwarz|00131|232||
246|CFH Laboratories LP|CFH |00136|1666||
258|Ivax Pharmaceuticals Inc a Division of Teva USA|IVAX|00172|233||
261|Mission Pharmacal Co|Mission |00178|1666||
273|Dunhall Pharmaceuticals Inc|Dunhall|00217|1666||
276|BF Ascher and Co Inc|BF Ascher|00225|1666||
282|Fleming and Co|Fleming|00256|294||
286|Center Laboratories Inc|Center |00268|1666||
287|Bracco Diagnostics Inc|Bracco|00270|158||
288|Young Dental Manufacturing I Llc|Young Dent|00273|1666||
298|TAP Pharmaceuticals Inc|TAP|00300|1216||
305|Guardian Laboratories Div United Guardian Inc|Guardian|00327|1666||
309|Schein Pharmaceutical Inc|Schein|00364|752||
310|Scot Tussin Pharmacal Co Inc|ScotTussin|00372|1666||
319|Compumed Inc|Compumed|00403|1666||
328|Fielding Pharmaceutical Co|Fielding |00421|1666||
356|International Medication Systems, Ltd a Division Amphastar Pharmaceuticals Inc|IMS|00548|1872||
357|Seatrace Pharmaceuticals Inc|Seatrace|00551|1666||
361|Ortho Clinical Diagnostics Inc|Ortho|00562|1755||
362|Whitehall-Robins|WhitehallR|00573|163||
365|Baker Norton Pharmaceuticals Inc|Baker Nort|00575|258||
381|JMI Daniels Pharmaceuticals Inc Dba Daniels Pharmaceuticals|JMI Daniel|00689|756||
383|Novation LLC|Novation|00702|1666||
385|G and W Laboratories Inc|G and W|00713|1666||
405|Wesley Pharmacal Co Inc|Wesley|00917|1666||
413|Integra Chemical Company|Integra |05324|1666||
434|Block Drug Co Inc|Block|10158|245||
437|Cetylite Industries Inc|Cetylite|10223|1666||
440|Contract Pharmacal Corp|Contract |10267|1666||
443|E Z Em Co Inc|E Z Em |10361|287||
455|Luitpold Pharmaceuticals Inc|Luitpold|10797|1261||
456|Ortho-Neutrogena Products a Division of OMP|Ortho-Neut|00062|267||
475|Weeks and Leo|Weeks&Leo|11383|1666||
478|Young, W.F. Inc|Young|11444|1666||
479|Combe Inc|Combe|11509|1666||
484|International Ethical Laboratories Inc|Intl Ethic|11584|1666||
485|Marpac|Marpac|11651|1666||
486|WA Butler Co|WA Butler|11695|1666||
487|Coloplast Inc|Coloplast|11701|1666||
488|Meridian Medical Technologies Inc|Meridian|11704|1036||
493|Rx Formulations Corp|Rx Form|11808|1666||
494|Rite Aid Corp|Rite Aid|11822|1666||
499|Bristol Myers Squibb Medical Imaging Inc|BMS |11994|158||
511|A G Marin Pharmaceutical|AG Marin|12539|1666||
542|Astra Zeneca AB|AZN|17228|266||
543|Dixon Shane Inc|DixonShane|17236|1234||
544|Dixon Shane LLC|DixonShane|17236|1234||
545|Armstrong Pharmaceuticals Inc|Armstrong |17270|356||
546|Alza Corp|Alza|17314|1755||
555|Concord Laboratories Inc|Concord|20254|1666||
562|Lee Pharmaceuticals|Lee |23558|1666||
587|Leader Brand Products|Leader|37205|745||
594|Somerset Pharmaceuticals Inc|Somerset|39506|312||
604|Serono Inc|Serono|44087|1666||
612|Clay Park Labs Inc a Division of Perrigo Pharmaceuticals|Clay Park|45802|1715||
614|Stewart-Jackson Pharmacal Inc|SJP|45985|1804||
624|Mikart Inc|Mikart|46672|1666||
629|Santen Pharmaceutical Co Ltd|Santen|48254|1666||
641|Thames Pharmaceuticals Inc a Division of Taro|Thames|49158|723||
651|Time Cap Laboratories Inc|Time Cap|49483|1666||
657|Vita-Rx Corporation|Vita-Rx|49727|1666||
663|Jacobus Pharmaceutical Co|Jacobus|49938|1666||
664|Zest Anchors Inc|ZestAnchor|49960|1666||
680|UCB Pharma Inc|UCB Pharma|50474|1666||
682|Blairex|Blairex|50486|1666||
686|Charter Laboratories Inc|Charter |50550|1666||
697|Parnell Pharmaceuticals Inc|Parnell|50930|1666||
707|Yamanouchi Pharma Technologies Inc|Yamanouchi|51248|1539||
708|Zila Pharmaceuticals Inc|Zila|51284|1666||
714|Wilson Ophthalmic Corp|Wilson |51394|1666||
715|Dover Pharmaceutical|Dover |51469|1666||
716|Dura Pharmaceuticals Inc|Dura |51479|1119||
744|Braintree Laboratories Inc|Braintree|52268|1666||
753|Martec Pharmaceuticals Inc|Martec|52555|1666||
756|Jones Pharma Inc Sub King Pharmaceuticals Inc|Jones |52604|1036||
762|American National Red Cross|Red Cross|52769|1666||
768|Pharma Pac|Pharma Pac|52959|1666||
771|Pharmedix|Pharmedix|53002|1666||
772|Medical Ophthalmics|Med Ophth|53012|1666||
773|Medeva Pharmaceuticals Inc|Medeva|53014|774||
778|Kramer Laboratories|Kramer|53076|1666||
782|Able Laboratories Inc|Able Labs|53265|1666||
787|BV Pharbita|BV|53403|1666||
795|Delta Pharmaceuticals Inc|Delta |53706|1666||
796|Long Island Pharmacal|Long Islnd|53714|1666||
798|Interpharm Inc|Interpharm|53746|2020||
800|GlaxoSmithKline Inc|GSK|53873|43||
804|Schering Plough Products Inc|Schering|53922|1301||
805|Schering Plough Products LLC|Schering|53922|1301||
812|Roberts Laboratories Inc|Roberts |54092|813||
817|Huffman Laboratories|Huffman |54252|1666||
821|R and D Laboratories Inc|R&D Labs|54391|752||
825|Eagle Vision Inc|Eagle |54574|1666||
829|Leo Pharmaceutical Products Ltd|Leo |54653|1907||
836|OMJ Pharmaceuticals Inc|OMJ|54842|1755||
848|Columbia Laboratories Inc|Columbia |55056|1666||
855|Cheshire Pharmaceutical Systems|Cheshire |55175|1666||
857|Dental Technologies Inc|Dental Tec|55346|1666||
859|Mova Pharmaceuticals Corp|Mova |55370|1331||
861|Pharmakon Laboratories Inc|Pharmakon|55422|1666||
865|Oclassen Pharmaceuticals Inc a Division of Watson Labs|Oclassen|55515|752||
874|Novopharm USA Inc|Novopharm|55953|233||
877|Stiefel Laboratories Ltd|Stiefel|56083|250||
889|Apothecary Products|Apothecary|57394|1666||
900|Enzon Pharmaceuticals Inc|Enzon|57665|1666||
902|Storz Ophthalmics Inc Sub American Cyanamid Co|Storz |57706|162||
904|Direct Dispensing Inc|Direct Dis|57866|1666||
909|Southwood Pharmaceuticals Inc|Southwood |58016|1666||
910|Young Colorado Llc|Young CO|58023|1666||
913|MGI Pharma Inc a Division of Eisai Inc|MGI|58063|1833||
917|Ratiopharm Inc|Ratiopharm|58165|233||
922|Reid Provident Laboratories Inc|Reid Prov|58233|188||
925|Medtronic Inc Neurological Div|Medtronic|58281|1830||
929|Immunex Corp|Immunex|58406|864||
933|Eastman Kodak Co Dental Products|Kodak|58472|1666||
935|MCR American Pharmaceuticals Inc|MCR|58605|2038||
938|American Generics Inc|Am Generic|58634|1666||
946|Dartmouth Pharmaceuticals Inc|Dartmouth |58869|1666||
957|Kiel Laboratories Inc|Kiel|59063|1666||
961|Hikma Pharmaceuticals|Hikma|59115|1666||
965|WE Pharmaceuticals Inc|WE Pharma|59196|1666||
967|Sage Pharmaceuticals Inc|Sage|59243|1666||
971|Glades Pharmaceuticals, LLC|Glades|59366|1922||
973|Altaire Pharmaceuticals Inc|Altaire |59390|1666||
975|New River Pharmaceuticals Inc|New River |59417|813||
977|Roberts Pharmaceutical Corporation|Roberts |59441|813||
979|DNA Pharmaceuticals|DNA |59453|1666||
984|West Point Pharma|West Point|59591|2222||
989|Pharmacia AB|Pharmacia|59632|169||
993|Atley Pharmaceuticals Inc|Atley|59702|1666||
996|Alphagen Laboratories Inc|Alphagen|59743|1666||
1000|Apothecon Inc Div Bristol Myers Squibb|Apothecon|59772|158||
1003|Pecos Pharmaceutical Inc|Pecos|59879|1666||
1005|International Processing Corp|Intl Pross|59885|1666||
1007|Warrick Pharmaceuticals Corp|Warrick|59930|1301||
1010|Neil Laboratories Inc|Neil Labs|60242|1666||
1012|Hope Pharmaceuticals|Hope |60267|1666||
1014|Minrad Inc|Minrad|60307|1666||
1016|Bristol Myers Squibb Pharmaceutical Ltd|BMS|60421|158||
1017|Golden State Medical Supply Inc|GSMS|60429|1666||
1018|Morton Grove Pharmaceuticals Inc|Morton Gro|60432|1463||
1026|Cell Therapeutics, Inc|CTI|60553|1666||
1029|Respa Pharmaceuticals Inc|Respa|60575|1666||
1030|Kos Pharmaceuticals Inc|Kos |60598|219||
1034|St Marys Medical Park Pharmacy|St Marys|60760|1666||
1035|Stason Pharmaceuticals Inc|Stason |60763|1666||
1039|Sight Pharmaceuticals Inc|Sight|60855|1666||
1043|Faro Pharmaceuticals Inc|Faro |60976|1254||
1048|STC Pharmaceuticals Inc|STC Pharm|61056|1666||
1053|Optimum Pharmacueticals Inc|Optimum |61298|1666||
1058|Guilford Pharmaceuticals Inc |Guilford |61379|1833||
1059|Ultras Pharmaceuticals Inc|Ultras|61406|1666||
1065|Cytosol Ophthalmics Inc|Cytosol |61534|1666||
1076|Liposome Co Inc|Liposome|61799|900||
1077|Imiren Pharmaceuticals Inc|Imiren|61808|1666||
1083|Andrx Laboratories Inc|Andrx |62022|752||
1088|Sangstat Medical Corp|Sangstat|62053|932||
1090|Ciba Vision|Ciba Visn|62101|224||
1091|Boudreaux|Boudreaux|62103|682||
1096|Prometic Pharma Inc|Prometic|62174|1666||
1099|Ophthalmic Consultants Inc|Ophthal Co|62245|1666||
1100|Geneva Pharmaceuticals Inc Apothecon|Geneva|62269|392||
1102|Bio Technology General Ltd|Bio Tech|62288|1666||
1104|Torpharm Inc|Torpharm|62318|1024||
1107|Bioglan Pharma Inc Sub Bradley Pharmaceuticals Inc division of Nycomed US Inc.|Bioglan|62436|1975||
1113|Vivus Inc|Vivus|62541|1666||
1123|Hikma Farmaceutica|Hikma|62778|961||
1124|Medpharm Inc|Medpharm|62780|1666||
1125|EMS Dispensers Ltd|EMS|62792|1666||
1126|Bertek Pharmaceuticals Inc|Bertek|62794|312||
1128|Monument Pharmaceutical Co Inc|Monument |62927|1666||
1130|Steripak Ltd|Steripak|62947|1666||
1134|Agouron Pharmaceuticals Inc|Agouron|63010|202||
1137|Connetics Corporation a division of Stiefel Laboratories a GSK Company|Connetics|63032|1917||
1138|Nnodum Pharmaceuticals|Nnodum |63044|1666||
1144|Bryan Corporation|Bryan|63256|1666||
1146|Patheon Inc Toronto Region Operations|Patheon|63285|1681||
1150|Welpharm Inc|Welpharm|63375|1666||
1154|Octofoil Group Inc|Octofoil|63467|1666||
1158|Standard Chem and Pharm Co Ltd|Stand Chem|63537|1666||
1165|HPSRX Enterprises Inc|HPSRX|63704|1666||
1169|Novex Pharma|Novex |63775|1024||
1170|Massco Div Dunagin and Co|Massco|63783|1666||
1172|Adams Respiratory Therapeutics|Adams RT|63824|2053||
1176|Gynetics Inc|Gynetics|63955|1666||
1178|Cebert Pharmaceuticals Inc|Cebert|64019|1666||
1181|Dreir Pharmaceuticals Inc|Dreir |64061|1666||
1182|Therakosa Johnson and Johnson Co|Therakosa|64067|1755||
1188|Bio Products Laboratory|BioProduct|64208|1666||
1191|Women First Healthcare Inc|WomenFirst|64248|1666||
1193|Methapharm Inc|Methapharm|64281|1666||
1196|Ligand Pharmaceuticals Inc|Ligand|64365|1127||
1203|DJ Pharma, Inc|DJ Pharma|64455|716||
1204|Capellon Pharmaceuticals Inc|Capellon|64543|1666||
1209|MGP Apothecon|MGP|64681|1666||
1210|CollaGenex Pharmaceuticals a Division of Galderma |CollaGenex|64682|296||
1212|Western Research Laboratories|WRL|95094|1666||
1218|Oxford Pharmaceutical Services Inc|Oxford|64803|1666||
1219|Womens Capital Corp|Womens Cap|64836|1666||
1221|Dexcel Ltd|Dexcel|64861|1666||
1222|Danco Laboratories Inc|Danco |64875|1666||
1224|Bone Care International Inc|Bone Care|64894|932||
1225|Zoetica Pharmaceutical Corp|Zoetica|64909|1666||
1227|Lehigh Valley Technologies Inc|Lehigh |64950|1666||
1232|Santen Inc|Santen|65086|1666||
1234|Akyma Pharmaceuticals|Akyma |65162|1666||
1235|Lloyd Pharmaceutical|Lloyd |65163|1666||
1239|Vatring Pharmaceuticals Inc|Vatring|65199|1666||
1242|Amarin Pharmaceuticals Inc|Amarin |65234|267||
1244|Skyepharma Inc|Skeypharma|65250|1666||
1249|Martec Scientific Inc|Martec|65413|753||
1260|Propst Pharmaceuticals LLC|Propst|65581|371||
1265|Drugabuse Sciences Inc|Drugabuse|65694|1666||
1266|Reliant Pharmaceuticals LLC a GlaxoSmithKline Group of Companies |GSK|65726|43||
1268|Scios Inc|Scios|65847|1755||
1269|Sirius Laboratories, Inc. a wholly-owned subsidiary of DUSA Pharmaceuticals Inc.|Sirius|65880|29||
1275|PBM Pharmaceuticals Inc|PBM |66213|1666||
1280|NuCare Pharmaceuticals Inc|NuCare |66267|1666||
1283|DENTSPLY Pharmaceuticals|Dentsply|66312|1666||
1284|PediaMed Pharmaceuticals, Inc|PediaMed|66346|1292||
1285|Presutti Laboratories, Inc.|Presutti |66378|1666||
1288|Aero Pharmaceuticals Inc|Aero |66440|1666||
1292|Xanodyne Pharmaceuticals, Inc|Xanodyne|66479|1666||
1293|OSG Norwich Pharmaceuticals Inc|OSG Norwch|66484|1577||
1296|Rekah Pharmaceutical Industry Ltd|Rekah|66509|1666||
1299|Hospak|Hospak|66553|1666||
1302|AAI Pharma Inc|AAI Pharma|66591|1292||
1303|Pro Pharma LLC|Pro Pharma|66594|1666||
1305|Pharmelle LLC|Pharmelle|66663|1753||
1306|Lek Pharmaceuticals Inc|Lek |66685|392||
1308|Nutra Med Inc|Nutra Med|66708|1666||
1309|ImClone Systems Incorporated|ImClone|66733|1666||
1310|Deltex Pharmaceuticals Inc|Deltex|66739|1666||
1312|Rx Holdings LLC|Rx Holding|66794|1666||
1313|Athlon Pharmaceuticals Inc|Athlon|66813|1666||
1314|Cura Pharmaceutical Co Inc|Cura |66860|1666||
1315|Proethic Pharmaceuticals Inc|Proethic|66869|2054||
1316|AMBI Pharmaceuticals, Inc. a division of MCR American|AMBI|66870|935||
1321|MPM Medical Inc|MPM Med|66977|1666||
1322|WraSer Pharmaceuticals|WraSer|66992|1666||
1326|McGuff Pharmaceuticals, Inc|McGuff|67157|638||
1328|Colorado Biolabs Inc|Colorado|67181|1666||
1329|Vindex Pharmaceuticals Inc|Vindex|67204|1666||
1330|Pharmion LLC a Subsidiary of Celgene Corporation|Pharmion|67211|983||
1332|ESP Pharma Inc|ESP Pharma|67286|1695||
1333|Redpharm Drug|Redpharm|67296|1666||
1336|Teamm Pharmaceuticals Inc|Teamm|67336|1902||
1339|Access Pharmaceuticals Inc|Access|67404|1666||
1345|Diatech Diamond Inc|Diatech|67572|1666||
1347|Southcoast Pharmaceuticals Inc|Southcoast|67685|1666||
1350|Harvest Pharmaceuticals|Harvest |67754|1666||
1357|Vision Pharma., LLC.|Vision|68013|1666||
1359|Rivers Edge Pharmaceuticals|RiversEdge|68032|1666||
1368|Carolina Pharmaceuticals Inc.|Carolina |68249|1534||
1370|Alamo Pharmaceutical, LLC|Alamo |68322|41||
1371|Victory Pharma, Inc.|Victory |68453|156||
1375|Pfizer Consumer Healthcare|Pfizer |00501|202||
1377|Weider Nutrition International|Weider |74345|1666||
1388|Camall Co Inc|Camall|00147|1666||
1397|Key Co|Key|11694|1666||
1406|Du More Inc|Du More|50939|1666||
1410|Alra Laboratories Inc|Alra|51641|1666||
1412|DSC Laboratories Div DSC Products Inc|DSC|52316|1666||
1415|Genderm Corp|Genderm|52761|1666||
1419|EC Moore Co Inc|EC Moore|54388|1666||
1423|Effcon Laboratories Inc|Effcon|55806|1666||
1429|Gil Pharmaceutical Corp|Gil|58552|1666||
1435|Copley Pharmaceutical Inc|Copley|38245|233||
1436|Dofs Laboratories|Dofs|10340|1666||
1438|KV Pharmaceutical Co|KV |10609|1666||
1441|MJ Pharmaceuticals Ltd|MJ Pharm|55478|723||
1443|Propharma Inc|Propharma|50313|1666||
1449|SCS Pharmaceuticals|SCS|00905|1666||
1452|BTG Pharmaceuticals Corp Sub Biotechnology General Corp|BTG|54396|1748||
1454|Consolidated Pharmaceutical Group Inc|Consolidat|61423|1666||
1455|Dermatech|Dermatech|61528|1666||
1456|Oread Inc|Oread|63015|1666||
1459|Dentsply Caulk|Dentsply|10216|1666||
1460|Domel Laboratories Inc|Domel|53809|1666||
1464|DPT Laboratories Ltd|DPT|63094|1666||
1465|Lark Pharmaceuticals Inc|Lark|58173|1666||
1471|Ethicon Inc|Ethicon|63713|1755||
1474|Novis Pr Inc Dba Kramer Novis|Kramer|52083|1666||
1477|Medeva Pharma Ltd|Medeva|19650|774||
1479|Ceph International Corp|Ceph|64860|1666||
1487|Lex Pharmaceutical Inc|Lex|49523|1666||
1490|Bioniche Life Sciences Inc|Bioniche|62086|312||
1494|Verum Pharmaceuticals Inc|Verum|67000|1371||
1497|Sabex 2002 Inc|Sabex |54643|1666||
1501|Raway Pharmacal Inc|Raway|00686|1666||
1509|Dr. Rose Inc|Dr Rose |42037|1666||
1523|Life Cycle Ventures|Life Cycle|65939|43||
1525|Leitner Pharmaceuticals|Leitner|10551|1666||
1526|TriMarc Laboratories|TriMarc|68752|1993||
1527|Novartis Nutritionals|Novartis |00212|224||
1530|Eyetech Pharmaceuticals, Inc.|Eyetech|68782|267||
1540|OSI Pharmaceuticals|OSI|65231|1539||
1541|Acorda Therapeutics, Inc.|Acorda|10144|1666||
1550|Janssen Pharmaceuticals, Inc, fomerly, Ortho-McNeil Neurologiscs |Janssen|00045|1755||
1551|JDS Pharmaceuticals|JDS|68968|896||
1552|NitroMed, Inc.|NitroMed|12948|1666||
1558|Auriga Pharmaceuticals Inc|Auriga|14629|1666||
1562|Verus Pharmaceuticals, Inc|Verus|13436|1666||
1572|Brighton Pharmaceuticals|Brighton|10914|1371||
1574|NFI Products|NFI|45611|1666||
1581|Requa, Inc|Requa|10961|1666||
1589|C.B. Fleet Company, Inc.|C.B. Fleet|00132|1666||
1590|Cramer Products Inc|Cramer|11960|1666||
1598|Beta Dermaceuticals, Inc|Beta Derm|53062|1666||
1606|Blaine Pharmaceuticals|Blaine|00165|1666||
1609|Vintage Pharmaceuticals Inc|Vintage|00000|371||
1612|Cobalt Pharmaceuticals, Inc|Cobalt||1886||
1616|WF Buckley|WF Buckley|65515|1666||
1618|Carma Labs, Inc|Carma|83078|1666||
1629|Advanced Vision Research a Subsidiary of Akorn, Inc.|AVR|58790|1666||
1630|Niche Pharmaceuticals Inc|Niche|36765|1666||
1632|Sundown Nutrition|Sundown|30768|57||
1643|Elge Inc|Elge |58298|1666||
1647|Critical Therapeutics, Inc|Critical |68734|1534||
1650|Amerinet|Amerinet|00000|1666||
1651|Patriot Pharmaceuticals LLC|Patriot|10147|1755||
1656|StoneBridge Pharma Subsidiary Stiefel Laboratories a GSK Company|StoneBridg|14168|250||
1661|Chester Valley Pharmaceuticals|Chestr Val|13453|1973||
1662|Barrier Therapeutics a Division of Stiefel GSK Company|Barrier |13478|250||
1665|Red River Pharma, LLC|Red River|12593|351||
1669|Wal-Mart Stores, Inc.|Wal-Mart|49035|1666||
1671|Wal-Mart Stores, Inc.|Wal-Mart|81131|1669||
1672|Coria Laboratories, Ltd. a division of Valeant|Coria|13548|267||
1673|PRX Pharmaceuticals, Inc.|PRX Pharm|16241|661||
1677|Penn Laboratories, LLC|Penn |13893|43||
1681|Patheon Pharmaceuticals Inc|Patheon |67651|1666||
1682|Kali Laboratories Inc|Kali |66893|661||
1685|Albertson's, Inc|Albertsons|41163|1666||
1687|Align Pharmaceuticals|Align|08514|1666||
1695|PDL BioPharma, Inc|PDL|67286|1666||
1698|CV Therapeutics|CVT|67159|1080||
1700|Midland Healthcare LLC|Midland|15686|1666||
1703|Esprit Pharma Inc|Esprit|15456|179||
1704|Ascend Therapeutics, Inc.|Ascend|17139|1666||
1705|Vision Pharmaceuticals, Inc.|Vision|54891|1666||
1706|Oscient Pharmaceuticals Corporation|Oscient|67707|1666||
1712|UCB Pharma Inc|UCB|53014|680||
1715|Perrigo Rx|Perrigo|10768|1666||
1721|Scientific Laboratories Inc|Scientific|66239|1666||
1722|Cotherix Inc|Cotherix|10148|1277||
1724|Jerome Stevens Pharmaceuticals Inc|J Stevens|50564|1036||
1728|Unigen Pharmaceuticals Inc.|Unigen|62305|1666||
1729|Phoenix Laboratories Inc|Phoenix |00755|1666||
1737|Diagnostic Devices, Inc|DDI|08484|1666||
1738|Diagnostic Devices, Inc|DDI|08321|1737||
1739|Alpharma Branded Products Division Inc|Alpharma |63857|1036||
1741|Excelsior Medical Corporation|Excelsior |63807|1666||
1743|MIDLAND PHARMACEUTICALS |Midland|45255|1666||
1744|Targacept, Inc.|Targacept|17202|1666||
1746|CIPLA LTD |Cipla|53104|1666||
1747|Cytogen Corporation|Cytogen |13632|2115||
1752|A. Aarons A division of Nycomed US|A. Aarons|18754|1975||
1761|Harbor Pharmaceuticals Inc. |Harbor |68508|1666||
1766|Alphapharm Party Ltd.|Alphapharm|57315|1666||
1768|Oncology Therapeutics Network|OTN|67817|1666||
1772|Allan Pharmaceutical, LLC|Allan |13279|1666||
1786|FEI PRODUCTS LLC |FEI |50907|358||
1790|REDDY PHARMACEUTICALS LLC |Reddy|67857|1987||
1793|Alterna LLC|Alterna |16861|1666||
1794|Everton Pharmaceuticals|Everton |17287|1795||
1798|Zylera Pharmaceuticals a Division of TRx Pharma LLC|Zylera |23594|1795||
1804|SJ Pharmaceuticals|SJ|24839|1666||
1805|Impax Laboratories, Inc. |Impax|00000|1666||
1810|Dabur Pharma US, Inc|Dabur |10518|1666||
1814|Seragen, Incorporated|Seragen|00000|1666||
1820|Graceway Pharmaceuticals, LLC Formerly Chester Valley|Graceway|13453|1973||
1823|Praecis Pharmaceuticals Incorporated|Praecis|68158|1666||
1832|Auriga Laboratories|Auriga |08546|1558||
1833|MGI Pharma a Division of Eisai Inc|MGI Pharma|61379|1127||
1841|Nova Biomedical, Inc.|Nova Bio|08548|1666||
1845|EKR Therapeutics|EKR |24477|1534||
1847|Centrix Pharmaceutical Inc|Centrix|11528|1666||
1855|Synerx Pharma, LLC|Synerx|00000|1666||
1879|Ocusoft, Inc|Ocusoft|54799|1666||
1887|Amerifit Pharma, Inc.|Amerifit |61451|1666||
1895|MiddleBrook Pharmaceuticals, Inc|MidleBrook|11042|1666||
1896|ReliOn |ReliOn|59060|1669||
1898|Validus Pharmaceuticals, Inc.|Validus|30698|1666||
1899|Fleming Pharmaceuticals|Fleming|00256|282||
1902|Accentia Pharmaceuticals, Inc.|Accentia|67336|1666||
1903|PharmaForce, Inc.|PharmaForc|40042|455||
1905|Medicure Pharma|Medicure|25208|1666||
1913|Medical Plastic Device Inc.|MPD|08271|1666||
1914|MPD Inc.|MPD Inc.|08271|1913||
1922|Glades Pharmaceuticals, LLC|Glades|63218|250||
1923|Cephazone Pharma, LLC|Cephazone|68330|1666||
1936|Graceway Pharmaceuticals, LLC|Graceway|13453|1973||
1938|e5 Pharma, LLC|e5 Pharma|13517|1199||
1946|GeneraMedix Pharmaceuticals Inc.|GeneraMedi|10139|1666||
1957|Pacira Pharms Inc|Pacira |65250|1666||
1966|Dexo Pharma LLC|Dexo |59196|1666||
1967|ZymoGenetics, Inc. |ZymoGen|28400|158||
1969|BrookstonePharma, Inc|Brookstone|42192|2200||
1970|Canopy Roads Pharmaceuticals|CRP|42026|1666||
1973|Graceway Pharmaceuticals LLC|Graceway |29336|1386||
1982|Regeneron Pharmaceuticals Inc.|Regeneron|61755|1666||
1985|ACS Dobfar|ACS Dobfar|00000|1666||
1988|ATS Pharmaceuticals, a division of Auriga Laboratories, Inc.|ATS|14629|1558||
1995|NucareRX|Nucare|68071|1666||
1998|Select Brand|SB|15127|1666||
2004|Stesso Pharmaceuticals LLC a subsidiary of Auriga Laboratories|Stesso |33753|1558||
2012|Advanced Bio-Technologies, Inc.|ABT|92734|1666||
2014|BayPharma, Inc.|BayPharma|42769|1689||
2015|Fontus Pharmaceuticals, Inc|Fontus|42559|1666||
2021|Magna Pharmaceuticals, Inc.|Magna |58407|1538||
2022|Patriot Pharmaceuticals|Patriot|50458|1651||
2025|GTx, Inc. |GTx, Inc. |11399|1666||
2028|Akorn-Strides LLC|Akorn-Stri|23360|1666||
2031|Burel Pharmaceuticals|Burel |35573|1666||
2035|LifeScan, Inc.|LifeScan|53885|1725||
2037|DaySpring Pharma a division of MCR American|DaySpring |42819|935||
2039|Apace Packaging LLC|Apace |15338|1666||
2044|Mission Pharmacal|Mission|00178|261||
2048|VPS Corp|VPS|00000|1666||
2050|Sirion Therapeutics|Sirion|42826|1666||
2051|Nephro-Tech, Inc.|Nephro-Tec|59528|981||
2056|Dabur Pharma US, Inc|Dabur|10518|1810||
2086|PD-RX Pharmaceuticals Incorporated|PD-RX|43063|1993||
2104|Avidas Pharmaceuticals LLC|Avidas|43684|1666||
2123|Angelini Labopharm LLC|Angelini|43595|1666||
2125|Zars Pharma, Inc.|Zars |43469|1666||
2130|Coria Laboratories, Ltd. a division of Valeant|Coria|08569|267||
2134|UCB Pharma Inc|UCB |00131|680||
2139|Promius Pharma|Promius Ph|67857|1987||
2140|Epic Pharma, LLC|Epic|42806|1666||
2143|SDA Laboratories, Inc.|SDA|66424|1666||
2161|codaDOSE Incorporated|codaDOSE|43378|957||
2165|Academic Pharmaceuticals, Inc.|Academic|42919|1666||
2174|Diagnostic Devices, Inc|DDI|08484|1737||
2178|DexCom, Inc.|DexCom|08627|1666||
2179|Capital Pharmaceutical, LLC|Capital |29978|1666||
2181|Aletheia LLC|Aletheia|43234|1666||
2186|CarWin Associate, Inc.|CarWin |15370|1883||
2202|H-E-B|H-E-B|41220|1666||
2205|Kendall Company a division of Covidien|Kendall |08080|421||
2209|Novartis Vaccines and Diagnostics, Inc.|Novartis |46028|2018||
2210|Rhodes Pharmaceuticals LP|Rhodes |42858|1666||
2214|Zogenix Inc.|Zogenix|43376|1666||
2218|Pedinol Pharmacal Inc.|Pedinol |00884|403||
2227|Prometheus Laboratories, Inc|Prometheus|65483|1254||
2230|Gloucester Pharmaceuticals - a subsidiary of Celgene Corp|Gloucester|46026|983||
2232|Pedinol Pharmacal Inc.|Pedinol |00884|403||
2239|Galderma Laboratories, LP|Galderma|00299|296||
2240|NeurogesX, Inc|NeurogesX|49685|1666||
2243|Dyax Corp.|Dyax|47783|1666||
2260|Winchester Laboratories|Winchester|64938|1666||
2266|Kylemore Pharmaceuticals|Kylemore |49769|1359||
2275|UltraTab Laboratories, Inc|UltraTab |62959|1666||
2301|Water-Jel Technologies|Water-Jel|59898|1666||
2305|Kylemore Pharmaceuticals Brand Division|Kylemore|49769|2266||
2310|Canyon Pharmaceuticals|Canyon|51292|1666||
2316|BTG International Inc|BTG|50633|1666||
2317|Protherics Inc|Protherics|00000|2316||
2320|New American Therapeutics Inc|NATX|50816|2441||
2331|Nova Biomedical|Nova |08548|1841||
2335|Orphan Europe SARL|Orphan|52276|1666||
2338|Shore Therapeutics|Shore |52725|1666||
2340|Nesher Pharmaceuticals, Inc|Nesher|51477|1674||
2347|PediatRx, Inc|PediatRx|52547|1666||
2357|The Kroger Co.|Kroger|41260|1666||
2378|Tiber Laboratories|Tiber|23589|1835||
2401|Anbex Inc|Anbex |51803|1666||
2416|PharmaCaribe, LLC|Pharma|50190|1666||
2425|Archimedes Pharma US Inc|Archimedes|51772|1666||
2426|Invacare Supply Group|Invacare|00000|1666||
2447|Adolor Corporation|Adolor|11227|1355||
2449|AkPharma Inc.|AkPharma |41383|1666||
2464|WH Nutritionals, LLC |WH Nutri|76331|1666||
2467|EKR|EKR|65250|1845||
2468|Dermalogix Partners. Inc.|Dermalogix|63340|1666||
2477|Harris Pharmaceutical Inc|Harris|67405|1980||
